id,type,text1,text2,text3,text4,notes
derelict_probe,CUSTOM,在 人之领 统治时期发射的无人探测器。这些数量庞大且遍布星域的探测器其目的在于：为当时的人类帝国寻找可利用的资源或可供殖民的星球，并探索未知星域。除了标准版本，其中一些变种版都是交给了全自动化勘探母舰制造而成。可能遭受过轻微碰撞，这个探测器看起来并不活跃，从外壳几处呈彩虹色的辐射刮痕不难看出，其制造时间甚至可以追溯到数千年以前。,,,,
derelict_surveyship,CUSTOM,在 人之领 第一次大拓展热潮中被制造出来的勘探舰。除了少部分跟随第一波无人探测器与勘探母舰正常出航，其它数以万计像这样的舰船因 大崩塌 的突然到来而被永久废弃。这艘显然已经失去运行能力的残骸在带电粒子与星际尘埃的高速冲击中被蹂躏了数个世纪。,,,,
derelict_mothership,CUSTOM,具有传奇色彩的勘探母舰，这艘庞大的自动化工厂是 人之领 扩张时期用于探索星域与殖民化的重要工具。因具备自我修复、自动补充任务所需耗材以及制造小型无人探测器的能力，因此这种勘探母舰本质上是一种冯·诺依曼探测器。如今这艘为 人之领 服务了数个世纪的母舰早已被烧毁，只留下一副巨大的残骸漂浮在宇宙之中。,,,,
station_derelict_survey_mothership,SHIP,具有传奇色彩的勘探母舰，这艘庞大的自动化工厂是 人之领 扩张时期用于探索星域与殖民化的重要工具。因具备自我修复、自动补充任务所需耗材以及制造小型无人探测器的能力，因此这种勘探母舰本质上是一种冯·诺依曼探测器。如今这艘为 人之领 服务了数个世纪的母舰早已被烧毁，只留下一副巨大的残骸漂浮在宇宙之中。,,,,
derelict_gatehauler,CUSTOM,携带着星门的巨型运输舰，旨在为当人之领 的广袤星域建立起能瞬间跨越整片浩瀚世界的星门。星门运输舰将在宇宙空间中航行数百年，然后在目的地设立星门，让 人之领 的璀璨文化与繁荣经济触及到任何一片星系。为了应对潜伏在边缘星域里蠢蠢欲动的反抗军势力，星门运输舰配备了强大的自动防御系统。,,,,
derelict_seedship,CUSTOM,孢子母舰的任务是在有望进行地貌改造的行星上播种生命。舰船携带了一整套用于维持星球宜居改造环境的生命形式，从耐寒的地衣到简单的藻类，再到该星球的环境逐渐改善后才能通过低温仓空投释放的高级生物。当孢子母舰离开星球之后，会从小行星中收集材料制造新的地貌改造基础套件，随后前往下一个目标。,,,,
derelict_cryosleeper,CUSTOM,传奇般的巨型星舰，该型舰船曾满载 人之领 核心星系的数百万移民，驶向从人马座旋臂到猎户座旋臂的漫长边境。它已在英仙座旋臂的偏远荒滩孤悬了数百年，本应抵达新世界的乘客仍在低温中沉眠。传感器检测到微弱但令人安心的电磁信号：冬眠仓仍在运转，此地并非冷寂的坟墓，只是远行中的暂歇。,,,,
coronal_tap,CUSTOM,这种巨型结构曾经是人之领工业产业的力量之源，将人类的文明的卡尔达舍夫等级推向了第二级。它能直接从链接的恒星处提取难以想象的庞大能量。一旦在失去对激活的星冕分流器的控制后没有及时按照相应规程进行关闭处理，后果将是毁灭性的。,,,,
cargo_pods,CUSTOM,一堆漂浮在太空中的货舱，可能包含些有价值的货物，甚至是被冷冻的幸存者。,,,,
cryopods,CUSTOM,一堆漂浮在太空中的冷冻舱，可能包含数名被冷冻的幸存者。,,,,
supply_cache,CUSTOM,一处可能早已被遗忘的漂浮储物点，也许包含补给、武器或其它设备。,,,,
weapon_cache,CUSTOM,经过扫描，这些漂浮的货舱包含了一些可供舰载的武器装备。,,,,
,,,,,,
,,,,,,
mairaath_station1,CUSTOM,在 82 星历年的 Mairaath 袭击中被摧毁。曾经繁荣的生态空间站，如今只剩一副冰冷的残骸在自身碎片的环绕中，静静的矗立于轨道之上。,,,,
mairaath_station2,CUSTOM,"这处规模庞大且残破不堪的轨道城市曾是 Mairaath 上引以为傲的三体生态空间站之一。因遭到一艘普罗米修斯-级油轮的撞击，导致其拖着满是聚变火焰与放射性尘埃的尾迹被甩出原轨道。从那之后这里就被一群拾荒者接管，并迅速成为海盗们的天堂。空间站主体结构仍散发着强烈辐射，但居住于此的难民、疯子与强盗们似乎毫不在乎并把这里称之为 ""甜蜜的家""。",,,,
planet_mazalot,CUSTOM,作为 Zagan 星系中的文明中心，Mazalot 确实显得太过贫穷且不稳定，在处理人口主体卢德教众的问题上，数个独裁政府如走马灯般交替上台。虽然这里的水资源比较匮乏，但这颗行星依旧是一个地貌改造的成功案例。由于异常强大的磁场，无论是建设还是维护轨道基础设施都非常不方便，但这对拥有独立思想的民众来说不是什么问题。,,尽管 Mazalot 是 Zagan 星系的主要人口聚集地，人口数可排入整个 英仙座星域 的前列，却也还是 英仙座联盟 内部最松散薄弱的环节。政变与代理战争在此地司空见惯。尽管偶尔会有仁慈的政府上台，但在联盟与其他主要派系之间的长期博弈中，这些温和派掌权者随时都会成为弃子。,,
planet_yesod,CUSTOM,寒冷、寂静、被冰川覆盖的世界。由 英仙座联盟 管理并保护其燃料设施。由于大崩塌后持续缺乏资本投资，当地的燃料生产从未达到满负载状态。尽管遭到 Mazalot 新政府的反对，但自由贸易政策依然作为安抚众多民用供应商的无奈之举而被制定实行。,,,,
planet_ilm,CUSTOM,无论谁统治着 Mazalot ，他们都会利用 Ilm 的冰原和生产设施大赚特赚，并为贫穷的 Zagan 星系不分昼夜地注入资本的力量。大批来自 Mazalot 的青年受此地吸引并来此工作，将他们的薪水寄给远在天边的家人，且多数将最终在他们的卢德修业之道上误入歧途。秉承着这种精神，当地政府避开了多次的围剿和战乱。毕竟无论是谁统治着 Mazalot，在这个自由且独立的世界里，赚钱都是第一要务。,,,,
planet_salamanca,CUSTOM,浓密的氮雾降下由烃类物质组成的雨，落在 Salamanca 所剩无几的几处水冰山上。山脚下脏兮兮的居住穹顶建筑周围，武装工人络绎不绝。他们驱赶着工用无人机去维护有机物萃取车间与精炼工厂。如今这里所有产业都归于一个被流放的旧 Mazalot 政府/犯罪集团所统治。,,这处最开始有着巨型企业背景的资源开采点，如今被一支忠于旧 Mazalot 政府的小舰队所强占。尽管他们一直试图通过重新加入 英仙座联盟 来获得合法地位，但因他们现在与犯罪网络有着密切联系，而遭到联盟中绝大数成员的反对。,,
planet_kazeron,CUSTOM,Kazeron 曾是一颗拥有金属核心的气态巨行星，但它的整个大气层都在一场古老的天灾中被炸飞，进而变成了拥有丰富特殊重金属矿藏的行星。尽管无法进行地貌改造，但它依旧成为了 人之领 的重要工业中心，如今这里所有的自动化工厂都归于 英仙座联盟 的旗下，源源不断地生产舰船、设备以及重型机械。,,Kazeron 一直尽职尽责地源源不断为 英仙座联盟 输送军用战舰和训练有素的军官。此地的军工生产传统深植人心，一直是联盟军力不可或缺的核心部分。,,
planet_eldfell,CUSTOM,没有大气层的荒芜世界，因其异常活跃的超级火山群而闻名于世。此地稀薄的大气完全通过火山作用而再生。,,丰富的矿石是从 Grettir 超级火山群附近分散的特许矿井中提取出来的。此地主要的定居点基本都建立在已经休眠的死火山下方，而且主要为自由机器骑师与技术支持人员提供居住环境。这颗星球与其它多处工业区都由 Kazeron 所主导的工业综合体协议管理。,,
station_thulian_raiders,CUSTOM,Thule 星系里充斥着勘探者与个体矿工，他们为了摆脱 Kazeron 军政统治者的强权，而在被气云与矿石所包围的环状带上建起了 Thulian 空间站以寻求独立。这些团结一心的人们如今为寻求更大的利益而开始干起非法的勾当，因此只要这片星系还有人居住，来自 Thulian 的掠夺者就会让 Kazeron 的统治者头痛不已。,,,,
planet_horn,CUSTOM,拥有超大质量的岩质行星，Horn 尽管具有丰富的矿床，但因极高的重力、剧烈的地震、大量可随时爆发的火山、以及陨石的袭击，不仅阻碍了人类在此定居，甚至是经济资源的开采都是极其困难的。,,,,
planet_athulf,CUSTOM,Athulf 卫星的由来，很可能是 Horn 在早期形成阶段遭到其它天体的剧烈撞击所分离出的物质。它与母行星的元素成分类似，因此能从它的矿井里轻松获取难以在 Horn 上获得的矿物与重元素。它是 人之领 早期殖民 英仙座星域 时最早开发的星球之一。,,Athulf 自古以来都被认为是 Fikenhild 国王的私人财产，如果某一任国王恰好不善于敛财，那么此地将成为此人的重要收入来源。奢靡的宫廷服饰暗示着此地王权应尽的贵族义务，Athulf 的臣民们也自发地构成了一股重要的支持力量，来为善待他们的当权国王提供选举票数。但合久必分，当罢工与暴乱打破 Athulf 的平静，这就意味着 Westernesse 星系将很快迎来新王的登基。,,
planet_fikenhild,CUSTOM,这颗小型海洋行星是 Westernesse 星系的政治中心、Westernesse 国王的朝廷、联盟的核心成员之一。那五座漂浮于 Fikenhild 海洋之上的巨型生态城永远繁华喧嚣，且因数十家竞争激烈的全息娱乐工作室坐落其中而广为人知。,,"Westernesse 星系有着由民选 ""国王"" 进行统治的传统。此人将负责主持御前会议，于廷上处理政事要务并履行司法裁决。而这些公务都将作为本星系民众的的重要娱乐节目被全程直播。人们认为，Westernesse 的国王应当具备明智、公正的特质，但最重要的还是要有娱乐精神。在该星系中任何潜在的出格行为都将受到大众文化的制约，主流群众则絮絮不止却又多愁善感。甚至，即使再强大的国王，也可能被善变的人心与某些恰到好处的负面流言所激起的反抗而撼动。",,
planet_suddene,CUSTOM,Suddene 是一颗水文循环无法封闭维持的沙漠行星，最初被归类为次级地貌改造候选行星。大崩塌 前地貌改造生成的海洋如今正缓慢渗入深层地下水层，导致其面积逐渐缩减、盐度逐渐升高，且导致在其环境内生存的基因改造磷虾逐渐步入灭绝。据估计，该行星的生态系统将在一两个世纪内彻底崩溃。在 Fikenhild 的全息小说中，Suddene 的原住民通常都被描绘成背负着宿命的浪漫主义者。,,因当地政府将所有资源都集中在纯粹的生存上，所以过去曾用于进行地貌改造的水上列车与收集冰彗星的空间站均在 大崩塌 后被迅速拆解回收。由于当地缺乏必备的基础居住设施，导致 Suddene 只得不情愿的屈服于 Fikenhild 所制定的经济规则与政治事务。而最近 Westernesse 星系的国王因开放了投票权，而将 Suddene 内的反对派变成了政治制度的顽固破坏者。,,
planet_ailmar,CUSTOM,现如今已是一个寒冷而令人生畏的世界，但 Ailmar 曾是因为具有活跃的火山活动才被孢子母舰选中并播种。当第一批殖民者抵达 Westernesse 星系时，他们发现这颗行星已被冰雪侵蚀而死寂沉沉，不过在其火山周边的山谷与峡谷间却存由六型基改松组成的落叶松林。尽管 Ailmar 的生活异常艰苦且困难重重，但生命仍将在其上存续。,,在 大崩塌 前就已实现工业化，Ailmar 在多方星系外敌对势力的阻挠之下，至今仍独立于 Westernesse 王朝统治之外。这些系外势力主要包括 卢德教会 和某些海盗组织，其中最臭名昭的莫过于曾与 Leonis 军阀组成了临时联盟。在 Fikenhild 的全息娱乐作品中，Ailmar 星人通常都被描绘成坚忍狡诈的反派。,,
planet_madeira,CUSTOM,"小巧、寒冷、但适宜居住的星球，由于被当时 人之领 的殖民规划者评定为 ""微不足道""，因此这里也仅仅保留了一处古老的燃料生产设施。有趣的是，在 Madeira 的地表上，那些被大规模风暴所席卷过的冰层裂缝中，发现了一些荧光伪藻以及奇异的挥发物。",,鉴于 Madeira 总是依靠外部的经济援助，因此这里对 人之领 的忠诚是毋庸置疑的。随着 大崩塌 的到来，这个人口不多的世界，成为了 英仙座联盟 创始成员之一。,,
planet_satanazes,CUSTOM,主要由氢与氦所组成的高热气态巨行星。因过于靠近其母恒星，且大气外层是由一氧化碳与碱金属组成，Satanazes 形成了色调偏暗但正不断发光的奇异斑纹。,,,,
planet_canaria,CUSTOM,Canaria 是一颗被稀薄的水、氨和甲烷云所覆盖的冰态巨行星。因高重力而产生的巨大压力，使其在最深处形成了一个金属氢地核。这颗行星处在 Antillia L4 稳定点上，因而能在双星系统中保持稳定。,,,,
planet_cibola,CUSTOM,一个地表曾遍布着古火山的古老世界，这些火山因长期受热风侵蚀而变成了一片难以辨认原样的广袤沙漠。因地下含水层保留有一定的水资源，所以一些罕见的峡谷地区仍有少量植被围绕着盐海生长。,,数世纪以前，一艘人类殖民时代早期的孢子母舰遇到了 Cibola，当时 Cibola 刚刚经历了一系列不寻常的富冰天体撞击，这使得其环境暂时偏离正常状态，更加凉爽潮湿，所以被孢子母舰定性为可殖民。此后数世纪的历史均已散佚，后来抵达英仙座星域的 人之领 殖民者，只发现了一颗垂死的行星和一个挣扎求生的卑微、落后、绝望的人类文明。自那时起，这里的条件几乎没有任何改善，大多数 Cibola 人已经背井离乡，如今这里只剩下一批希望离开此地却无能为力的人们。,,
nebula_center_young,PLANET,由星际空间中的气体与超新星抛射物质结合成的一团巨大的粒子云。在引力与辐射的不断作用下，这团星云慢慢收缩、聚集、并终将在某一天诞生出新的恒星。这片星云是最近才形成的，它所处的区域几乎全是正快速燃烧的不稳定恒星，基本不会出现能维系生命的宜居行星。,,,,
nebula_center_average,PLANET,由星际空间中的气体与超新星抛射物质结合成的一团巨大的粒子云。在引力与辐射的不断作用下，这团星云慢慢收缩、聚集、并终将在某一天诞生出新的恒星。,,,,
nebula_center_old,PLANET,由星际空间中的气体与超新星抛射物质结合成的一团巨大的粒子云。在引力与辐射的不断作用下，这团星云慢慢收缩、聚集、并终将在某一天诞生出新的恒星。这片星云所处的区域更加古老，充满缓慢燃烧的稳定恒星，且拥有更多能维系生命的宜居行星。,,,,
planet_yama,CUSTOM,尽管在天苑四-乌托邦地貌改造集团的调查报告中，Yama 仅仅被评为最低级别的殖民价值，但附近 Nachiketa 上燃料设施的兴建促发了对 Yama 的地貌改造与殖民热潮。不幸的是，在经历过第一次 AI 战争的破坏之后，这里彻底成为了一颗不受重视的次宜居行星。,,,,
planet_nachiketa,CUSTOM,由 人之领 官员选定，并将其作为英仙座星域的反物质燃料生产基地而开发建设，除了方便殖民舰队以 Naraka 星系为轴心对外扩张外，贫瘠的 Nachiketa 不具备任何突出的价值。工厂、港口等促进当地星际物流的基础设施如同藤壶般围绕着巨型武装半永固燃料厂建设起来。不幸的是，在第一次 AI 战争期间的一场重大战役中，针对反物质储备的战术打击严重破坏了附近的港口设施，尽管 霸主 取得了最终的胜利，但 Nachiketa 的产业以及基础设施依旧遭到了重创。,,,,
planet_epiphany,CUSTOM,"Epiphany 在被一名卢德邪教领袖选定为自己的 ""圣地"" 前只是个平静的采矿殖民地。尽管无数丑闻与一场刺杀为这个邪教画上了句号，但卢德信仰依旧在此地发展壮大。在第二次 AI 战争爆发期间，Epithany 的平民政府被 卢德左径 的狂热分子所推翻。现如今，所有原住民的基础设施都被 卢德左径 征用以供军事用途。",,,,
planet_kumari_aru,CUSTOM,Kumari Aru 是一个罕见的样本 —— 其无底云海之下有一个异星生态圈。尽管如此，早期的人之领勘探员对其的兴趣仅限基础学术程度，因此被分配的早期研究经费极为有限，仅足以对这些异星生命的生物化学基本原理做出简单解释。受 大崩塌 后卢德教会当政的影响，卢德信徒们认为这颗星球是一个神圣不可侵犯的圣地，仅允许外界对此地进行有限、被动的研究。,,,,
station_beholder,CUSTOM,最初由 人之领 的勘探员建立起的研究平台，但由于对 Kumari Aru 中异星生命的研究很难有实际的应用价值，因而一直缺少经费。大崩塌后，空间站的管理权被一个卢德教会牧师夺取，这处空间站也变成了卢德信徒们重要的朝圣之地。如今这里只有获取批准的学者才被允许进入，尽管在这个动荡的年代，学者永远都是稀缺资源。,,,,
planet_olinadu,CUSTOM,在经历了一次失败的夺权运动后，当地政府吸取了 Beholder 空间站事件的教训，与 英仙座联盟 达成一致并正式合并。尽管 Olinadu 人口不多，但这里依旧是联盟内重要的挥发物生产商之一。,,,,
planet_kanni,CUSTOM,因不满其收入，一个不知名的雇佣军公司利用第二次 AI 战争后的混乱局面，成功控制了拥有大型资源开采设施的 Kanni。从那以后，这处偏远的采矿前哨站就被全员强盗的轮换制委员会所掌控。原持有者随后将此地的掌控者告上了 霸主 的军事法庭，要求收回被非法占领的行星与设备，但却因 霸主 的置之不理而被无限期休庭。,,,,
station_laicaille,CUSTOM,作为著名军阀 Leonis 在本星系的征服之路上的另一目标，Laicaille 很快被盯上并沦陷，Leonis 将此地交给了他忠实的中尉管理并迅速离开。在一场 英仙座联盟 与 卢德教会 的边境冲突中，这位短命的统治者被由 Kazeron 无敌舰队支持的海盗王所推翻。这个 联盟 的新晋小成员依赖小行星勘探行业维持，如今由 Kazeron 所属的军工复合体控制。Laicaille 丰富的夜生活在这片星系里小有名声。,,,,
station_kapteyn,CUSTOM,这处庞大的零重力工业站，最初是为满足 天苑四-乌托邦地貌改造集团 的需求而建造，并且在之后数年内经历过无数次改建与大修。自从于 47 星历年被著名军阀 Leonis 以武力占领，它就开始不断被各路的海盗头子所轮番掌控。,,,,
station_groombridge,CUSTOM,Groombridge 在 47 星历年被著名军阀 Leonis 所占领，被命令统治此地的上尉极其腐败且残暴不仁。仅仅过了三年，那些有一技之长的商人、技工、居民就都逐一离开了，空间站的关键系统也因缺乏维护而完全失灵。那之后，此空间站内任何有价值的东西都被拾荒者们所带走，最终被彻底遗弃。,,该空间站的主反应堆已经陷入最糟糕的故障模式，根据标准安全机制，这必然是有人蓄意破坏导致的。你的辐射计数器不耐烦地滴答作响。,,
station_tiataxet_spacedock,CUSTOM,废弃的太空船坞。很可能因遭到重型武器的打击而被遗弃。这里可被检测到的数据基本都来自于空间站结构熔融物所产生的放射性尘埃。,,你最好不要尝试对接，因为这处空间站周遭漂浮着的松散碎片，甚至比它的主体结构还要多。,,
station_chalcedon,CUSTOM,废弃的造船厂，龙骨装配码头已经空置。从结构上那几处被轻型武器所射击过的不明显痕迹，可以大致判断出该空间站最近似乎被用于射击训练。,,忽明忽暗的暗红色紧急信号灯照亮了破碎的对接环。杂散的天花板瓦砾沿着一条弯曲的轴线向黑暗延伸了下去。这里没有任何生命迹象的存在。,,
planet_chalcedon,CUSTOM,当第一批人类殖民者到达时，被早期孢子母舰播种了地球生物的 Chalcedon 曾是一副郁郁葱葱的景象，但很快它就证明了自己并不是个宜居之地。星球本土的低等异种生物还只停留在单细胞形式阶段，顽强地生存在一些鲜为人知的生态环境中，这些物种理论上还随着小行星撞击射流的沉降与 Kumari Aru 之间发生过交流。季节性产生的巨型风暴团永无止境地肆虐，周期性地吹袭着途径的大地。这种猛烈的冲刷能为植物的生长提供丰富的滋养，但若是离开了那些少数有沟壑地貌保护的区域，有资格生存下来的就只剩下某些能在风暴间隙中迅速生长的植被。面对这种环境，人类殖民者则只能心怀敬畏与恐惧，更加紧密地相依而行。,,,,
spark,SHIP,坚韧且敏捷的无人截击机。火花-级没有需要保护的飞行员，因此它本应安装驾驶舱的地方被替换为一种微型护盾发生器。,,,,
lux,SHIP,拥有自主 AI 的重型战斗机，勒克斯-级配备了 IR 脉冲激光炮和热诱弹发射器，旨在混淆敌舰点防火力，以创造重创目标的机会。,,,,
flash,SHIP,拥有自主 AI 的战斗轰炸机，闪光-级凭借先进的感应空雷发射器，运用其相位震荡原理来近距离摧毁所有目标。,,,,
lumen,SHIP,"由 速子科技 公司开发出的 AI 舰队的遗留物。由于遭到 人之领 (和 霸主 ) 官方的明令禁止，并同时被当时的银河救赎教会所深恶痛绝，第一次 AI 战争见证了无人战舰被从星域中清除的全过程。至少正史是这么记述的。

流明-级是一种高速的多用途无人护卫舰。善于利用优秀的速度与多元化的武器来袭扰目标。高度智能化的 AI 使遭遇它的人类舰长头痛不已，而它所采用的狡猾作战风格甚至比寻常战术的建议最优解还要高超。",,,,
glimmer,SHIP,"由 速子科技 公司开发出的 AI 舰队的遗留物。由于遭到 人之领 (和 霸主 ) 官方的明令禁止，并同时被当时的银河救赎教会所深恶痛绝，第一次 AI 战争见证了无人战舰被从星域中清除的全过程。至少正史是这么记述的。

微光-级无人护卫舰善于利用自身充足的能量武器阵列保持长距离支援火力，来远程压制目标。
",,,,
fulgent,SHIP,"由 速子科技 公司开发出的 AI 舰队的遗留物。由于遭到 人之领 (和 霸主 ) 官方的明令禁止，并同时被当时的银河救赎教会所深恶痛绝，第一次 AI 战争见证了无人战舰被从星域中清除的全过程。至少正史是这么记述的。

光辉-级无人驱逐舰充足的正面火力使其在任何战场中都占有一席之地，它高度智能化的 AI 一旦分析出目标弱点，就会利用自身卓越的机动性来找准时机进行无情打击。",,,,
scintilla,SHIP,"由 速子科技 公司开发出的 AI 舰队的遗留物。由于遭到 人之领 (和 霸主) 官方的明令禁止，并同时被当时的银河救赎教会所深恶痛绝，第一次 AI 战争见证了无人战舰被从星域中清除的全过程。至少正史是这么记述的。

闪耀-级是一种能部署两队战机的无人航母。虽然它的舰体一般仅能配备轻型光束武器，但所搭载的导弹发射架依旧能带来不容小觑的威胁。",,,,
brilliant,SHIP,"由 速子科技 公司开发出的 AI 舰队的遗留物。由于遭到 人之领 (和 霸主 ) 官方的明令禁止，并同时被当时的银河救赎教会所深恶痛绝，第一次 AI 战争见证了无人战舰被从星域中清除的全过程。至少正史是这么记述的。

经典的高端 速子科技 产品，辉煌-级无人巡洋舰不仅配备了种类齐全的混合武器阵列。还拥有一种规模虽小但功能完善的飞行甲板，而这里也经常被认为是方便潜在顾客参观其内部构造的唯一入口。然而这显然只是愚昧之人的痴心妄想，毕竟作为标准的自律战舰，其内部不仅完全没有最基本的维生设施，甚至不存在容纳任何人类身体的空间。因其维修工作是交给一群半智能的无人机所进行的，所以预留了大量的、让这些小家伙们穿行的专用管道设施。",,,,
radiant,SHIP,"由 速子科技 公司开发出的 AI 舰队的遗留物。由于遭到 人之领 (和 霸主 ) 官方的明令禁止，并同时被当时的银河救赎教会所深恶痛绝，第一次 AI 战争见证了无人战舰被从星域中清除的全过程。至少正史是这么记述的。

一位浮夸自大的前 速子科技 副总裁纵容一帮海军工程师设计出的天蓝色蛮横巨兽。奇怪的是，在有关第一次 AI 战争中的所有官方与非官方的历史文献中，均未提到这种类型的战舰曾被生产或被使用，因为集成式相位闪现系统不可能在这种庞大的船体上稳定运作 —— 理论上，一旦系统启动，这种舰船就应该会陷入由无数瞬时子维度所构成的无限奇异态轮回中四分五裂。

但无论如何，它如今就身处此地。",,,,
remnant_station2,SHIP,"由 速子科技 公司开发出的 AI 舰队的遗留物。由于遭到 人之领 (和 霸主 ) 官方的明令禁止，并同时被当时的银河救赎教会所深恶痛绝，第一次 AI 战争见证了无人战舰被从星域中清除的全过程。至少正史是这么记述的。

全副武装且拥有自主意识的无人作战要塞，它一般充当无人机的燃料与物资补给仓库、机器人工厂、指挥部以及武器平台，并尽可能为附近无人机提供一切战略层面上的帮助。讽刺的是，第一次 AI 战争之后，至高霸主 所发表的 [胜利宣言] 中曾明确表明：所有无人舰战略驻地都已被彻底摧毁！",,,,
colossus,SHIP,"虽仅有基本船员宿舍与防御武器，但这艘坚固古老的货舰仍适合在 大崩塌 后的混乱星域中执行运输任务。

在被具有卓越经济效益的阿特拉斯-级超越之前，巨像-级一直是 人之领 边境补给舰队的核心。其扎实紧凑的船体与电镀装甲仍能防护宇宙航行中的风险 —— 无论是来自自然还是人为。",,,,
colossus2,SHIP,"由 卢德左径 狂信徒改装成的一种可怕的攻击巡洋舰。通过给外壳焊接大量从原货舱剥离出的隔板，以大大增加其船体的装甲强度，此外给船体两侧安装的额外炮塔，以及在舰首处永久固定的大锤鱼雷发射舱，使其获得了难以置信的破坏力。由于其引擎与幅能管控系统已被大肆修改，虽大幅度牺牲了整体系统的可靠性，但也使该舰在短期内获得了对抗标准军用战舰的资格。

在被具有卓越经济效益的阿特拉斯-级超越之前，巨像-级一直是 人之领 边境补给舰队的核心。其扎实紧凑的船体与电镀装甲仍能防护宇宙航行中的风险 —— 无论是来自自然还是人为。",,,,
colossus3,SHIP,"在 卢德左径 的狂信徒率先改装巨像-级投入战线之后，一些胆大妄为的海盗也紧随其后效仿起来。同样采取了简单粗暴的方式，将大部分的货舱甲板拆下重焊成厚重装甲，点缀上了众多小型武器挂点。被剥开的主货舱就这么暴露在外，构成了一处简陋的飞行甲板。加装的微型民用纳米锻炉车间中的多个部件被骇入修改，能装载战机 LPC 用于制造或整备战机。由于锻炉只是被勉强整合到了船体基础电力系统中，导致其整体系统的可靠性非常糟糕。

在被具有卓越经济效益的阿特拉斯-级超越之前，巨像-级一直是 人之领 边境补给舰队的核心。其扎实紧凑的船体与电镀装甲仍能防护宇宙航行中的风险 —— 无论是来自自然还是人为。",,,,
warning_beacon,CUSTOM,"全自动警告航标。其包含的固态电力系统保证该设施理论上可维持数十万星历年的稳定运行，能量半衰期极长。

任何一名精明的星舰船长都会注意到它的存在。",,,,
station_abandoned_mining,CUSTOM,已被废弃的轨道采矿平台。为了从地表高效采取矿产资源，该平台被建立在一处已经固定好的大型高空吊运设施上。长期以来，陈旧的工业模块早已不堪重负并剥离大半，而寂静的居住区圆顶也因陨石冲击与恒星风的侵蚀而残破不堪。,,空间站的主要系统均已失效，但仍能探测到一些零散的伽马源和电磁信号泄露。很可能是来自后备安全系统的垂死挣扎。,,
planet_gilead,CUSTOM,Gilead 是卢德信徒们所珍视的朝拜圣地之冠，也是传说中可与旧地球相媲美的乐园 —— 乐园由主赋予人，人却亵渎之，故人与原罪相随，浪迹星空，历经磨难。直至这乐园般的世界再次降临，人才重拾了迈向救赎的希望。,,,,
planet_asher,CUSTOM,Asher 充满了苦修和劳作，星球被致命的寒冷和干燥所充斥。末日般的沙尘暴无情地笼罩着天空，把太阳毫无用途的微光染成了既不温暖也不舒适的血红色。Gilead 上全部的重工业基地在卢德觉醒时期被教会转移到了此处，并一直沿用至今。毕竟生活在 英仙座星域 里，没有太空船就没法引导迷途的羔羊们。,,,,
devastator,WEAPON,"由 人之领 海军开发的一种适用于主力舰的重型速射防空炮，这种模块化武器在 大崩塌 前一直被搭载于无敌舰队当中，以镇压那些拥有大量战机联队的叛军。

其三联装炮管尽管能在短时间内如连珠炮般发射大量高爆榴弹，但代价却让这些榴弹的近炸引信变得极不可靠，并使其在随机距离内爆炸。不过这一 (严重的) 安全问题在那令人震撼的拦截弹幕前... 被认为是可接受的误差。

蹂躏者加农炮尽管用于对付更大更远的目标时效果有限，但它仍能仅凭一轮齐射就可瞬间抹杀一整支来袭的战机联队或导弹群。",,,,
legion,SHIP,"该航空战列舰不仅配备了令人印象深刻的重型武器，且宽敞的机库空间与完善的指挥控制中心使其拥有足以同时容纳四支战机联队的飞行甲板。因在后期型号升级了整备战机的纳米工厂，显著增加了远程部署时该航母 参战/后勤人员 的齿尾比。

攻势-级的成功，意味着没有超重型工业能力的反抗势力只能通过大力发展基于航母作战的舰载机，以对抗无敌舰队中的 ""老家伙"" 们。因此，战略理事会决定：除了利用全新的反战机导弹和追踪性能优秀的点防御炮来应对以外，无敌舰队还需要一艘有价值的、能与其它战舰并肩作战的航母。因此军团-级就被设计成在前线作战中，为截击机与战斗机提供移动平台，并肩负拦截战机与打击舰艇的作用。

'巡洋学派' 的支持者曾经这样批评道：""军团-级缺乏足够专业化的作用且定位模糊。在部署相同数量战机的情况下，还不如派遣成本更低、更为灵活、能在战斗中扮演不同角色的轻型航母。"" 但军团-级总能在战局的关键时刻，使用烈焰驱动器突入战场，释放碾压级的火力，让这些经济上的争论变得苍白无力。",,,,
ai_cores,RESOURCE,"一种稀有且极具价值的人工智能核心。该核心内所蕴含的人造灵魂拥有超越人类心智的思维，使人们对其、恐惧、贪婪、崇拜。而曾经对该核心的用途与管制所产生的分歧，还爆发了两起席卷整片星域的战争。

由于人工智能核心本身不能影响到外界，因此想挖掘其巨大的潜力。就必须将核心淹没在冷却池中，并根据应用领域，选择配备不同种类的高容量数据线。且在布设中，核心旁必须安装类似忠诚保证的装置，通常这是一种带有机械触发器的化学炸弹。",,,,
survey_data,RESOURCE,这台 TriPad 包含了一个最新的调查数据库，依照经典的 人之领 殖民管理部 条例，罗列了其描述的天体的经济、工业及战略价值。而诸如此类的数据是成功进行军事行动、殖民化、企业发展的重要因素之一。,,,,
