id,type,text1,text2,text3,text4,notes
planet_eldfell,CUSTOM,"A barren world notable for a cluster of unusually active hyper-volcanoes, the Grettir. A thin atmosphere is regenerated entirely through volcanism.",,Rich ores are extracted from scattered franchise mines dug around the base of the Grettir hyper-volcano cluster. The main settlement is built on a dormant spur and populated largely by freelance robo-jockeys and support staff. The planet is ruled by common agreement among several Kazeron-dominated industrial combines.,,
station_thulian_raiders,CUSTOM,"The Thule system is riddled with prospectors and small-time miners who've escaped the oppressive power-mongering of the Kazeron Stratocracy, searching for independence among the ore and volatiles of the many ring systems. Sometimes these free-agents band together and turn to richer prizes - thus have the Thulian Raiders plagued Kazeron for nearly as long as the system has been inhabited by humans.",,,,
planet_horn,CUSTOM,"A supermassive terrestial world, the crushingly high gravity of Horn prevents both human habitation and economical resource extraction. Not that there would be much desirable anyway on this world of violent quakes, massive slumbering calderas, and endless ash plains pock-marked by meteor impacts.",,,,
planet_athulf,CUSTOM,"A remnant, perhaps, from the early and violent cycles of the formation of Horn, the moon Athulf is of like composition and provides convenient access to the ores and heavy metals inaccessible on its sullen parent. Humanity availed itself of the gift thus presented from the early days of Domain colonization of the Sector.",,"Athulf is traditionally considered a personal possession of whoever happens to be the King of Fikenhild, and offers important income for kings not otherwise wealthy. Court dress is extravagent and the noblesse oblige of kingship is demanding. The subjects of Athulf also form an important core of support, and treated well offer a strong voting block to a sitting king. However when strikes and riots ravage the rich mines of Athulf, it is a clear sign that Westernesse will soon have a new king. ",,
planet_fikenhild,CUSTOM,"This small ocean-moon is the political center of the system, seat of the King of Westernesse, and representative to the League. The five great floating arcologies of Fikenhild glitter night and day, and are notable for hosting a couple dozen highly competitive holo-entertainment studios.",,"The system of Westernesse is traditionally ruled by a popularly elected 'king' whose holding of court - handling of certain primary executive and judicial functions - is broadcast in the local system as entertainment. It is considered essential that the King of Westernesse be wise, just, and above all entertaining. Most potential excesses of the system are constrained by a culture of alternately raucous and sentimental audience participation segments; the King is powerful, yes, but the hearts of the people are mercurial and may be moved against the King by a sufficiently compelling counter-narrative.",,
planet_suddene,CUSTOM,"Categorized as a secondary terraforming candidate by the first surveys of the system, Suddene is a desert world lacking a closed hydrological cycle. The seas formed during pre-Collapse terraforming are slowly seeping into deep aquifers, becoming smaller, saltier, and toxic to each succeeding meta-generation of genemod krill. Estimates put total ecological collapse at only a century or two off. Natives of Suddene are typically portrayed as fatalistic romantics in Fikenhild's holo-novels.",,"The terraforming of Suddene and attendant trains of water-bearing comets were rapidly abandoned post-Collapse as the remaining authorities focused resources on pure survival. Lacking infrastructure and population, Suddene has always been begrudgingly subservient to Fikenhild in economic and political matters. Reforms by one recent King of Westernesse have opened up the voting franchise and turned Suddene's bitter rebels into the recalcitrant spoilers of system politics.",,
planet_ailmar,CUSTOM,"A cold and forbidding world, Ailmar nonetheless was selected for seeding by an early sporeship due to extant volcanism. When humans arrived in the Westernesse system, they found a world of lifeless highlands worn smooth by ice-storms. But life found small valleys and canyons, and even forests of genmod larch-6 clustered in volcanic provinces. Living is tough on Ailmar, but it is a world alive despite hardship.",,"Industrialized pre-Collapse, Ailmar has been able to maintain its independence from the Kingdom of Westernesse by compromising with various competing out-of-system powers, including the Luddic Church and occasionally pirates, notoriously including a temporary alliance with the Warlord Leonis. The Ailmarene are the go-to antagonist in Fikenhild's holo-entertainment, portrayed as stoic as they are treacherous.  ",,
planet_madeira,CUSTOM,A small and cold but just-habitable world deemed insignificant enough by Domain colonization planners to harbour a fuel production facility. Otherwise notable for exotic volatiles captured from its primary and the fluorescing pseudo-algaes which live within the cracks of vast storm-swept ice-fields that dominate the surface of Madeira.,,"Knowing that Madeira would always rely on outside resources for survival, the Domain would count on the polity's loyalty. The Collapse was not accounted for in this equation, however, and the Madeiran polity was among the founding members of the Persean League despite its modest population and limited industry.",,
planet_satanazes,CUSTOM,"A hot gas giant primarily composed of hydrogen and helium gases, though due to proximity to its primary star the upper cloud layers of Satanazes are formed of carbon monoxide and alkali metals resulting in a dark, glowering appearance.",,,,
planet_canaria,CUSTOM,"Canaria is an ice giant cloaked in thin clouds of water, ammonia and methane. Within the depths, gravity generates enough pressure to form a core of metallic hydrogen. The planet rests in an unusual point of gravitational stability in the L4 of Antillia, the minor partner of the Tyle binary system.",,,,
planet_cibola,CUSTOM,"An ancient world spotted with stumps of ancient volcanoes worn by hot, dry winds into a world-ocean of sand. A few underground aquifers remain to feed at least one small, salty sea and the rare chasm sheltering wisps of vegetation.",,"Many cycles ago, an ancient sporeship from the early days of human colonization encountered Cibola. An anomalous series of icy bodies had impacted the world, leaving it cooler and wetter than its equilibrium state and therefore within the sporeship's colonization parameters. No history has survived of the subsequent cycles, but the late Domain colonizers who arrived in the Persean Sector found a dying world populated by a small, backward, and desperate human civilization clinging to survival. The situation is little improved since re-contact, and most Cibolans have left their home world - or wish they could.",,
nebula_center_young,PLANET,"An enormous cloud of particles formed from gases of the interstellar medium or material shed by the death throes of stars. Perturbations caused by gravity and radiation create areas of greater density that may slowly gather mass to someday birth new celestial bodies. This region of space is filled with recently formed, quick-burning stars and is less likely to harbour naturally life-sustaining worlds.",,,,
nebula_center_average,PLANET,An enormous cloud of particles formed from gases of the interstellar medium or material shed by the death throes of stars. Perturbations caused by gravity and radiation create areas of greater density that may slowly gather mass to someday birth new celestial bodies.,,,,
nebula_center_old,PLANET,"An enormous cloud of particles formed from gases of the interstellar medium or material shed by the death throes of stars. Perturbations caused by gravity and radiation create areas of greater density that may slowly gather mass to someday birth new celestial bodies. This region of space is older, filled with stable, slower-burning stars that are more likely to harbour naturally life-sustaining worlds.",,,,
planet_yama,CUSTOM,"Yama scored only marginal viability on the Eridani-Utopia Corporation survey charts, but the nearby fuel facility on Nachiketa prompted terraforming and colonization. It remains a sub-par world, in lingering decline after the devastation of the First AI War.",,,,
planet_nachiketa,CUSTOM,"This world was selected by Domain bureaucrats as a site for one of the Sector's AM fuel production facilities due to having no outstanding value apart from existing on a convenient axis of expansion into further frontiers. Industry and port facilities followed the fuel facility's boost to starship traffic, growing like barnacles from the massive armoured and half-buried fuel plant. A major confrontation during the First AI War saw these surrounding port facilities devastated due to a tactical purge of AM reserves; the Hegemony secured victory, but crippled the industry and infrastructure of Nachiketa.",,,,
planet_epiphany,CUSTOM,"Once a quiet mining colony, Epiphany was selected for settlement by the heretical leader of an obscure Luddic cult. After quite some scandal and a single violent death, the cult was ended, though a population sympathetic to Luddic beliefs lived on. Epiphany's civilian government was toppled by Pathers during a burst of enthusiasm during the Second AI War. With the grudging cooperation of the old natives its facilities are now used for Pather stockpiles and training.",,,,
planet_kumari_aru,CUSTOM,"Kumari Aru is a rare specimen - a gas giant which hosts xenolife in its bottomless ocean of clouds. Of only academic interest to early Domain surveyors, early research was poorly funded and managed to only describe the bare fundamentals of Kumarian life's biochemistry. As post-collapse Luddic influence waxed, the Luddic believers who consider this planet to be a holy site now only allow limited, passive study.",,,,
station_beholder,CUSTOM,"Originally a research platform established by the Domain Explorarium, funding was only ever a trickle in light of little hope for practical knowledge to be gained from study of Kumarian xenolife. Post-collapse, administration was usurped by a particularly inspired Luddic Curate and the station turned into a site of holy pilgrimage for Luddic believers. Only a handful of approved scholars are allowed aboard now, though there are few enough of those in this troubled age.",,,,
planet_olinadu,CUSTOM,"An abortive liberation movement saw the wisdom of aligning the local polity with the Persean League after the example of Beholder Station, thus Olinadu finds itself a leading producer of volatiles for the League markets despite its small population.",,,,
planet_kanni,CUSTOM,"An underpaid mercenary company decided to exploit the political chaos following the Second AI war by taking control of Kanni, a megacorp resource-extraction outfit. The remote mining outpost has been controlled by a revolving committee of brigands ever since, and the official request to the Hegemony to repossess the expropriated facilities and equipment has languished in a minor military court in the cycles since.",,,,
station_laicaille,CUSTOM,"Another habitat which lay in the path of the warlord Leonis' conquests, Laicaille habitat was seen, was conquered, and then left in the grip of a loyal lieutenant. This short-lived rule was overturned by a subsequent (and far less fearsome) pirate king backed by the Armada of Kazeron during a Persean League border conflict with the Luddic Church. This minor addition to the League was built on an asteroid prospecting industry, though is now dominated by Kazeron-owned military shipyard combines. Laicaille Habitat's nightlife has something of a reputation. ",,,,
station_kapteyn,CUSTOM,This sprawling zero-g industrial station was built to-spec to serve the needs of the Eridani-Utopia Corporation and modified heavily in the cycles since. The station was taken by the warlord Leonis in the blazing conquests of cycle 47 and has remained in the hands of one or another pirate leader for much of recent history.,,,,
station_groombridge,CUSTOM,"Swept up by the warlord Leonis in the conquests of cycle 47, the fantastically corrupt lieutenant left in place made a habit of throwing aggrieved local leaders out the airlock. Within three cycles, anyone with exceptional wealth, skill, or sense had left, and major station systems were failing entirely. Groombridge Habitat was since stripped of anything of value that could be put in a cargo hold, then abandoned.",,"This station's primary reactor has become stuck in the dirtiest possible failure mode. Considering standard safety mechanisms, this can only be the result of intentional sabotage. Your rad counter ticks away impatiently.",,
station_tiataxet_spacedock,CUSTOM,This abandoned spacedock has been utterly cored by heavy weapons fire. The only detectable activity here comes from the decay of high-radiation ash fused to the station's hull.,,You decide it best to not even attempt docking as this station resembles a loose clump of debris more than it does any kind of structure.,,
station_chalcedon,CUSTOM,"An abandoned shipyard. Its skeletal assembly docks lie empty. Judging by the recent markings of light weapons fire on tactically insignificant hull sections, the station appears to have been used for target practice.",,Dull red emergency lights illuminate the shattered docking ring. A stray ceiling tile follows a twist of wire spinning toward a darkened shaft. There are no signs of life.,,
planet_chalcedon,CUSTOM,"Seeded with Earth life by an early sporeship, Chalcedon bloomed green for the first human arrivals, but soon proved itself a harsh home. Primitive native xenolife - theorized to be descended from impact-diaspora from Kumari Aru or vice versa - persists in curious unicellular-equivalent forms in a few obscure ecological niches. The accessible landscape is regularly pounded by massive storm cells on an endless seasonal rampage. This churn provides a rich medium for plant growth, but only that flora which grows rapidly in the calm between storms can survive outside of the rare zone protected by quirks of topology; Human colonists are ever huddled in awe and fear.",,,,
spark,SHIP,"An autonomous AI fighter, the Spark is a tough and an agile interceptor. With no need to protect a human pilot, the chassis instead cradles a miniaturized shield generator.",,,,
lux,SHIP,"An autonomous AI heavy fighter, the Lux is armed with an IR laser and a flare system designed to confuse opposing point defense systems. Best used to open a path for strikes against heavy targets.",,,,
flash,SHIP,"An autonomous AI fighter-bomber, the Flash carries an advanced phase proximity charge payload which employs the principles of the phase cloak to destructive ends.",,,,
lumen,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Lumen is a fast, multi-purpose frigate best suited to harassment of opposing targets using whichever of its many tools is most appropriate. The Lumen's AI core was noted for its ability to create a debilitating frustration effect in human captains beyond what its combat specifications would suggest possible.",,,,
glimmer,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Glimmer provides long-range support fire from its array of energy weapons, keeping up flux-pressure on opposing forces.
",,,,
fulgent,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Fulgent is a heavily armed destroyer which earns its place in the line of battle, for when the Fulgent AI identifies a weakness, it uses exceptional maneuverability to strike with inhuman mercilessness.",,,,
scintilla,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Scintilla light carrier is able to deploy two wings of drone fighters in combat. Although only able to mount light beam weapons, the Scintilla may bear a formidable missile loadout. ",,,,
brilliant,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

Typical of high-end TriTachyon products, the Brilliant-class cruiser spares no excess in mounting the most advanced suite of energy weaponry possible - as well as a small but fully capable fighter bay considered essential to facilitate inspection tours by potential buyers. There is little to see however because, typical of autonomous ships, there are no concessions made for human life support or even bodily access. Repairs are carried out by a swarm semi-intelligent utility drones which travel via zero-atmosphere conduits wormed through the ship's mass. ",,,,
radiant,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. So the official histories say.

The Radiant battleship was an outrageous blue-sky design created by some naval architecture unit given special indulgence by a Tri-Tach VP's bloated grandiosity. Both the official and existing unofficial histories of the First AI War never mention this class of ship ever being produced because an integrated phase skimmer could never be stable on a ship of such size. Surely it would explode into an infinity of curiously whorled short-lived child-dimensions upon initiation of the first skip. 

Nonetheless, here it is.",,,,
remnant_station2,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

This is a fully armed and operational autonomous AI battlestation. Stations such as this acted as fuel and supply depot, robotic factory, command nexus, and weapon platform in support of AI fleets operating on a strategic level. The ""Declaration of Victory"" speech given by the High Hegemon following the First AI War stated that all AI battlestations had been destroyed.",,,,
colossus,SHIP,"The Colossus is a sturdy and venerable hull well-suited to conditions in the post-Collapse Sector, albeit possessing primitive accommodations and limited defensive armament.

Before it was outmatched by the brutal economic efficiency of the Atlas superfreighter, the Colossus heavy freighter formed the core of Domain frontier supply fleets. Thicker than strictly necessary hull plating provides protection against cosmic hazards both natural and human.",,,,
colossus2,SHIP,"This is a Colossus hull modified by the militant faithful of the Luddic Path into a fearsome strike-cruiser. The cargo decks are collapsed and re-welded to greatly thicken the effective armour of the hull while additional turrets have been planted along the hull. At the bow, a large weapon mount capable of launching spreads of Hammer-class torpedoes has been permanently affixed. The standard engines and power grid have been haphazardly modified to allow for short overpowered burns in combat conditions, causing a massive loss of overall systems reliability.

The Colossus heavy freighter formed the core of Domain frontier supply fleets before it was outmatched by the brutal economic efficiency of the Atlas superfreighter. Thicker than strictly necessary hull plating provides protection against cosmic hazards both natural and human.",,,,
colossus3,SHIP,"The Colossus was first adapted for war by Pather militants, but enterprising pirates soon followed their lead. A similarly haphazard process sees most cargo decks collapsed and re-welded to form thick armour dotted with numerous weapons emplacements. The primary cargo bay was left open, however, and converted into an ersatz fighter launch bay with the addition of a micro civilian forge-vat intended for the manufacture of machine parts hacked to accept fighter LPC chips. The forge is poorly integrated with the hull's base power system, resulting in unreliable overall performance.

The Colossus heavy freighter formed the core of Domain frontier supply fleets before it was outmatched by the brutal economic efficiency of the Atlas superfreighter. Thicker than strictly necessary hull plating provides protection against cosmic hazards both natural and human.",,,,
warning_beacon,CUSTOM,"A fully autonomous warning beacon. Contains a solid-state power system which enables theoretical operation and station-keeping half-life with an upwards range in the hundreds of thousands of cycles.

The astute starship captain will heed well its warning.",,,,
station_abandoned_mining,CUSTOM,"An abandoned orbital mining platform, this station was built to anchor a skyhook which would be employed to efficiently extract resources from its primary's surface. Old industrial modules long since stripped for parts and silent hab rings are corroded by impacts and stellar weathering.",,"No major station systems remain operational, though there are a few stray gamma sources and some EM leakage, likely from backup safety systems working hopeless labour.",,
planet_gilead,CUSTOM,"Crown of the Pilgrim's Path and cherished by the Luddic faithful, Gilead is a paradise rumoured to rival that of Old Earth - that which was given to humanity by God; which humanity desecrated; from which humanity was, in sin, exiled to suffer amongst the stars. That such a world could be found again is the promise that humanity may be redeemed.",,,,
planet_asher,CUSTOM,"Asher is a deathly cold and dry world of penance and labour. Apocalyptic dust storms cloud the cruel sky, turning the sun first blood-red before rendering it a directionless glow which offers neither warmth nor comfort. The entire heavy industrial base of Gilead was moved here during the Luddic Awakening by the Church, ever practical. For one cannot shepherd spiritual life in the Persean Sector without starships.",,,,
devastator,WEAPON,"Essentially a rapid-fire capital-sized flak cannon, the Devastator was developed by the Domain Armada using generic parts in response to a rebellious world which managed to acquire an extensive set of fighter LPCs.

Three barrels launch a rapid barrage of explosive projectiles. The rapid rate of fire produces such a volume of munitions that the proximity detectors become somewhat unreliable, setting themselves off at seemingly random range. The margin of error was deemed acceptable after spectacular field results.

A single salvo from the Devastator can eliminate a fighter wing or flight of missiles, though the shells are of only limited use against larger or more distant targets.",,,,
legion,SHIP,"Classified as a battlecarrier, the Legion mounts an impressive array of heavy weapons, hangar-space, and command-control sufficient to field four fighter wings. Later models were upgraded with nanoforges keyed to replacement of fightercraft, significantly increasing tooth-to-tail ratio on distant deployments.

After the legendary success of the Onslaught design it became clear that rebellious systems without ultra-heavy industry were able to develop carrier-based strike-craft capable of countering the 'Old Man' of the Armada. Alongside new weapons - nimble anti-fighter missiles and rapid-tracking point defense cannon - the Strategic Council decided to deploy a carrier worthy of service alongside the Onslaught. Thus the Legion was designed to provide a platform for interceptors and strike-craft while standing on the line of battle. 

Proponents of the 'Cruiser School' criticized the Legion for insufficient specialization, maintaining that similar fighter volume can be fielded at less cost and greater flexibility if combat roles are separated into distinct ship hulls. These economic arguments do pale in the face of an incoming Legion engaging its burn drive to deliver crushing firepower at the key point of battle.",,,,
ai_cores,RESOURCE,"A rare and valuable independent AI core. This is the physical soul of an artificial intelligence, an artifact of astounding complexity capable of sophisticated thought exceeding the human mind. An object of fear, worship, and avarice; wars have been fought over the use and regulation of AI.

An AI core is incapable of affecting the outside world on its own. Exploitation of its vast abilities requires that the core be submerged in a coolant bath and attached to bundles of high-capacity data lines appropriate to its tasks. When emplaced, the core is required to be fitted with an entirely analogue loyalty-assurance device; usually this takes the form of a crude chemical explosive with a mechanical trigger.",,,,
survey_data,RESOURCE,"This TriPad contains a recent survey database which holds information on the economic, industrial, and strategic qualities of a celestial object organized according to the traditional guidelines of the Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.",,,,
survey_data_1,RESOURCE,"This TriPad contains a recent survey database which holds information on the economic, industrial, and strategic qualities of a celestial object organized according to the traditional guidelines of the Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

The data contained herein is entirely unremarkable. 'Just another rock', as they say.",,,,
survey_data_2,RESOURCE,"This TriPad contains a recent survey database which holds information on the economic, industrial, and strategic qualities of a celestial object organized according to the traditional guidelines of the Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

The data contained herein is unexceptional.",,,,
survey_data_3,RESOURCE,"This TriPad contains a recent survey database which holds information on the economic, industrial, and strategic qualities of a celestial object organized according to the traditional guidelines of the Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

This survey data describes a world useful for human exploitation and will sell for a good price. ",,,,
survey_data_4,RESOURCE,"This TriPad contains a recent survey database which holds information on the economic, industrial, and strategic qualities of a celestial object organized according to the traditional guidelines of the Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

This survey data describes a world that scores high on the standard feasibility chart. It will prove quite valuable if sold to the right party.",,,,
survey_data_5,RESOURCE,"This TriPad contains a recent survey database which holds information on the economic, industrial, and strategic qualities of a celestial object organized according to the traditional guidelines of the Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

This data describes an exceptional world and will be of great value to any of the major factions in the Sector.",,,,
planet_ancyra,CUSTOM,"A dry and old world with a sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that this was once a world covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and a few briney aquifers tapped and exploited by human settlers.",,,,
station_ancyra,CUSTOM,"Ancyra Station is a bastion of authority first constructed in the early days of Domain colonization of the Persean Sector. The armored hullplates have been repaired and replaced so many times that it's unclear if any of the original remains. The facilities are not particularly comfortable, but rather than a sense of decline this lends the post an aura of austere dignity. ",,,,
station_derinkuyu,CUSTOM,Derinkuyu Station was built post-collapse on the superstructure of maintenance gantries intended for Atlas-class freighters. These were welded together and boosted out of Ancyra's gravity well then stabilized in Galatian asteroid belt to serve as a base for mining operations. A recent lapse in public order involving the 'long walk' of the governing Hegemony colonel has seen control devolve to a loosely organized council of rogue miners.,,,,
station_galatia_academy,CUSTOM,"The oldest and most prestigious independent university institution in the Persean Sector. The Galatia Academy is a top pick among the remaining universities of the Core worlds. The office of provost is an especially powerful position, able to draw upon connections with former alumni, influence new generations of the brightest - or richest - students, and direct cutting-edge research.",,,,
cobra,SHIP,"The Cobra design was initiated not long before the Collapse, born of a speculative project to mount a reaper torpedo launcher on a fighter chassis.  

The design requirements spun out out control almost immediately, and schedule overruns should have seen the Cobra project killed in its first cycle. But the eccentric owner - who had made his fortune in frontier prospecting and salvage - poured his fortune into the design and allegedly secured short-term loans from certain criminal elements to see prototype development through. The Domain Naval Procurement Board rejected the proposal outright and it's been suggested that this was due to an unstated policy of ""discouraging"" anti-capital torpedo bombers.

The development lead was found dead in extraordinary unpleasant circumstances; investigators ruled it a suicide. Meanwhile, much to the chagrin of legitimate lenders, the Cobra's schematics and prototype LPCs apparently disappeared into thin air.",,,,
perdition,SHIP,"The combat-modified Perdition torpedo bomber is an attempt by Luddic militants of both Pather and more moderate sects to address a chronic lack of access to heavy ordnance, particularly during the early days of the Collapse. A common civilian survey/delivery Cranefly-class utility shuttle serves as the base chassis. Originally designed to carry a small cargo package or a few suited-up spacers, the Perdition is welded into an ungainly shell of makeshift armour and the hold doors removed to mount a single Hammer torpedo keyed to the old cargo latch system.

Great faith is required to pilot this haphazard vehicle into battle because its survivability stats should dissuade any rational crew.",,,,
station1,SHIP,"A low-tech model orbital station featuring heavy armor and moderate firepower. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
station1_midline,SHIP,"A midline-model orbital station featuring a heavy broadside and rapid axial rotation. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
station1_hightech,SHIP,"A high-tech model orbital station featuring powerful rotating shields, a fighter complement, and moderate firepower. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
station2,SHIP,"A large low-tech model battlestation featuring thick armour and additional heavy bastion and point defense citadels. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
station2_midline,SHIP,"A large midline-model battlestation augmented with missile support modules in addition to a heavy broadside and rapid axial rotation. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
station2_hightech,SHIP,"A large high-tech model battlestation featuring strong shields, a fighter complement, a defensive citadel, and heavy firepower. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial power throughout the local orbital volume.",,,,
station3,SHIP,"An enormous star fortress, the pinnacle of contemporary zero-G construction in the Persean Sector, built to the low-tech model featuring Merlon-class defense drones and an extensive minefield. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies which allow projection of military and industrial power throughout the local orbital volume.",,,,
station3_midline,SHIP,"An enormous star fortress, the pinnacle of contemporary zero-G construction in the Persean Sector, which can host shipyards, habitats, factories, and large stockpiles of weapons and supplies. These platforms project military and industrial power throughout their local orbital volume.",,,,
station3_hightech,SHIP,"An enormous high-tech model star fortress featuring powerful shields, up-armouring, Gargoyle-class defense drones, and terrifying long-range mine teleporters. This platform can host shipyards, habitats, factories, and large stockpiles of weapons and supplies enabling it to project military and industrial power throughout the local orbital volume.",,,,
merlon,SHIP,"The Merlon is a heavy station defense drone packed with an impressive array of point defense weapons. Requiring no crew, travel drive, or independent command AI, the Merlon is packed with more armour plating than a ship of comparable size.",,,,
gargoyle,SHIP,"The Gargoyle is a high-tech station defense drone featuring the advanced Paladin PD System and its own shield generator. Because it requires no crew, travel drive, or any kind of independent command core, the Gargoyle operates more effectively in combat than a free-flying hull of similar size.",,,,
ravelin,SHIP,"The Ravelin is a heavy station defense drone focused on support fire and point defense. Because it requires no crew, travel drive, or any kind of independent command core, the Ravelin can punch well above its weight class in combat.",,,,
prometheus2,SHIP,The fanatical Pathers have discovered an ironic sense of justice in converting the tanker which carries what they call 'Infernium' - AM fuel - into a hulking implement of holy war. Holding tanks and loading ports have been chopped apart and converted into hangars or gun mounts while sections of pumping rig have been torn off to be replaced with huge armour plates. The curved bow of the primary fuel tank has been cored and refit to spew barrages of missiles at those who serve Moloch that they may perhaps find absolution in blessed oblivion.,,,,
atlas2,SHIP,"The Atlas-class superfreighter is a prime target of pirate attacks. A few are later found at the broken heart of a sharp spray of impact debris in some lonely orbit. Others earn a pirate's second appraising glance and are hauled off to secret shipyards. Cargo holds are ripped apart, replaced with trusses to hold weapons mounts and souped-up ammo feed lines.

This Atlas, reborn in vaccuum and fire, now delivers a cargo of death from the hand of a pirate warlord.",,,,
generic_probe,CUSTOM,"A general-purpose automated probe with rudimentary hyperspace capability. Most often used by megacorps and research institutions to perform data collection in remote, hazardous, or extraordinarily boring star systems. This model is built to contain a small instrument package.",,,,
ga_probe,CUSTOM,Long range sensor readings match the specifications of the common class of probe used by the Galatia Academy research departments.,,,,
ga_hyperprobe,CUSTOM,"Long range sensor readings match the specifications of the common class of probe used by the Galatia Academy Hyperspace Physics Group. There is no sign of an active transponder, though EM leakage suggests functioning subsystems.",,,,
gaPZ_relay,CUSTOM,Long range scan readings indicate that this object is likely a common class of uncrewed instrument platform. Sensors detect radiation leakage indicative of a damaged nuclear battery. Noisy EM-visuals suggest moderate to major structural damage.,,,,
cargo_pod_special,CUSTOM,A brightly painted cargo pod equipped with a high-vis transponder.,,,,
minipulser,WEAPON,"""The test bed was destroyed, so what. We account for capital and human resource losses in the spec. What matters is we got the results and no senior researchers were lost. Tell you what, I'll personally oversee the installation of a new cruiser-class shield rig once I'm on-site.""","- K. Astraia, recovered from Kallichore Archive",,,
shockrepeater,WEAPON,"""Somehow it got past the cordon and among the support flotilla. Fused sensors, nav, and life support on the crew transports before the wolves took it out. Now we've got a lifetime supply of Volturnian lobster in deep freeze, but no spare 3rd-gen air cyclers. That's executive priorities for you.""","- Tri-Tachyon Morale Assurance intercept, appended to employee termination report",,,
riftlance,WEAPON,"""We commit this body to the holy vaccuum, dust to dust, stars to stars, that the Creator may renew us in the cycle of eternal life.""","-  Luddic funereal prayer, traditional",,,
riftbeam,WEAPON,"""Let's not turn it back on.""","- Sarosh Freeman, senior technician",,,
cryoflux,WEAPON,"""As the the wavefront collapses, radiation in the visible spectrum and beyond is emitted by a, um, we think it's due to a re-alignment with the laws of space-time. There are also effects with tremendous macroscopic implications, and these will be the subject of this emergency meeting.""","- Unknown researcher, recovered logs from Alpha Site",,,
cryoblaster,WEAPON,"""Found the cap right at station in CIC, colder than a cryopod. Half the ship brass too, and not all matching halves.""","- Salvor verbal report, hyperspace recovery of ISS Augusta",,,
disintegrator,WEAPON,"""I am disturbed by the implication that mass-energy equivalence might be violated so casually and so extensively.""",- Unsigned report sent from Alpha Site to K. Astraia,,,
riftcascade,WEAPON,"""Enough is enough. Anyone who cracks another joke about 'black magic' must contribute ten centicredits to the lab party fund.""",- Memo recovered from Alpha Site lab complex,,,
vpdriver,WEAPON,"""Shields officer reported localized polarity inversions on the forward arc, estimated full collapse within 'seconds'.""","- AAR, first encounter at Isir, [REDACTED] expedition",,,
realitydisruptor,WEAPON,"""When the defiler unbinds the warp and weft of the Creator, what will they find behind that starry tapestry? A thousand thousand eyes darkened by trespass.""","- The Book of Ludd, Visions 7:4",,,
